,ExpermientName,Subject,Session,StartTime,CurrentTime,Step,Block,Scenario,TimeInCondition,Cue,Startle,Shock,FearRating,CueStart,CueEnd,InstructionScreenNum,HabituationNumShockType,VAS_score,VAS_type,VAS_RT,ExperimentName,ShockType
0,,,1,1779537239.697122,41.18,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.23,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.28,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.33,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.38,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.44,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.49,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.54,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.59,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.64,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.69,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.74,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.8,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.85,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.9,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,41.95,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,42.0,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,42.05,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,42.1,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,42.15,Instructions,,,,,,,,,,12,,,,,Fort,Sound
0,,,1,1779537239.697122,42.33,Instructions,,,,,,,,,,12,,,,,Fort,Sound
